%time,field.header.seq,field.header.stamp,field.header.frame_id,field.objects0.name,field.objects0.position.x,field.objects0.position.y,field.objects0.position.z,field.objects0.velocity.x,field.objects0.velocity.y,field.objects0.velocity.z
1651823837648462552,1,0,,Object,0.72615301609,-1.05494783322,0.0,3.55999550265,0.566479489402,0.0
1651823837749236467,2,0,,Object,0.547259151936,-0.925139814615,0.0,-4.4731497827,0.122539896917,0.0
1651823837951330404,3,0,,Object,0.705042719841,-0.723216205835,0.0,1.00279255596,0.900929201387,0.0
1651823837984712848,4,0,,Object,0.749551385641,-0.723903030157,0.0,1.34299395705,-0.0207240746736,0.0
1651823838017760635,5,0,,Object,0.749738156796,-0.757328013579,0.0,0.00553907669681,-0.991285551321,0.0
1651823838051767682,6,0,,Object,0.811688929796,-0.70638923347,0.0,1.86109410029,1.53027732416,0.0
1651823838085847622,7,0,,Object,0.7448960344,-0.681778371334,0.0,-1.96342763262,0.723454889826,0.0
1651823838119437037,8,0,,Object,0.843836218119,-0.616416476667,0.0,3.06612884357,2.02554698179,0.0
1651823838155022634,9,0,,Object,0.779271274805,-0.635303869843,0.0,-1.92101156274,-0.561959769809,0.0
1651823838190646857,10,0,,Object,0.739883045355,-0.733060518901,0.0,-1.15692242422,-2.87133646246,0.0
1651823838255216263,11,0,,Object,0.847595393658,-0.390797734261,0.0,0.6078837839,1.77934041743,0.0
1651823838287434116,12,0,,Object,0.890177448591,-0.364698767662,0.0,1.28466677696,0.787385093436,0.0
1651823838320922810,13,0,,Object,0.906787419319,-0.382418596745,0.0,0.505465265887,-0.539239849668,0.0
1651823838350241535,14,0,,Object,0.896916329861,-0.348352575302,0.0,-0.29915641235,1.03241580381,0.0
1651823838384359974,15,0,,Object,0.860291972756,-0.301855199039,0.0,-1.11060758052,1.40999986444,0.0
1651823838434159264,16,0,,Object,0.82861970365,-0.280220530927,0.0,-0.949550932445,0.648618487359,0.0
1651823838460452648,17,0,,Object,0.858634412289,-0.259959485382,0.0,0.892760330608,0.602646453696,0.0
1651823838491078209,18,0,,Object,0.902977526188,-0.177541678771,0.0,1.33023759799,2.472430451,0.0
1651823838522429046,19,0,,Object,0.848433351517,-0.147802594304,0.0,-1.60957160145,0.8775856652,0.0
1651823838552619491,20,0,,Object,0.850520217419,-0.115384921432,0.0,0.0636115552326,0.988150981105,0.0
1651823838591583192,21,0,,Object,0.860317438841,-0.0882557248697,0.0,0.293015723046,0.811381186938,0.0
1651823838621091695,22,0,,Object,0.923421412706,-0.240728663281,0.0,1.92275798191,-4.64580186313,0.0
1651823838692846915,23,0,,Object,0.839507202307,0.00137362877528,0.0,0.386192888652,1.52022607362,0.0
1651823838718265336,24,0,,Object,0.839828749498,-0.0453297893206,0.0,0.00963285169075,-1.39913242433,0.0
1651823838751408330,25,0,,Object,0.847012321154,-0.0705130075415,0.0,0.214456623605,-0.751813750786,0.0
1651823838789401103,26,0,,Object,0.821236948172,0.0599818440775,0.0,-0.77717531954,3.93466189902,0.0
1651823838818830607,27,0,,Object,0.837099328637,0.161744937301,0.0,0.465796979944,2.98826154108,0.0
1651823838851906163,28,0,,Object,0.98875336349,0.16105812043,0.0,4.64908473969,-0.0210549612992,0.0
1651823838885701424,29,0,,Object,0.854726135731,0.218407173951,0.0,-3.90786951429,1.67214245701,0.0
1651823838922155563,30,0,,Object,0.932632625103,0.220124211162,0.0,2.34121587734,0.0515997423634,0.0
1651823838967376183,31,0,,Object,0.861100951831,0.242674638828,0.0,-2.19625192766,0.692370497762,0.0,Object,2.20647203922,0.350275635719,0.0,-0.450683708128,4.30183444601,0.0
1651823838989392943,32,0,,Object,0.869902054469,0.285257160664,0.0,0.257952147359,1.24805418128,0.0
1651823839013643991,33,0,,Object,0.898372113705,0.3234898597,0.0,0.875057403038,1.17512246999,0.0
1651823839044726401,34,0,,Object,0.910671263933,0.360577881336,0.0,0.370940863888,1.11857018818,0.0
1651823839089151093,35,0,,Object,0.897537320852,0.405220851302,0.0,-0.382872880178,1.3014052509,0.0
1651823839121250389,36,0,,Object,0.979601621628,0.519690016905,0.0,2.512849785,3.5051028944,0.0
1651823839159078185,37,0,,Object,0.928328722715,0.437501147389,0.0,-1.52486049265,-2.4443041591,0.0
1651823839354959656,38,0,,Object,0.8989597857,0.611952185631,0.0,-0.979778593883,0.945521914501,0.0
1651823839658021088,39,0,,Object,0.945755034685,0.732144802809,0.0,0.110337865231,1.41376043771,0.0
1651823839821717769,40,0,,Object,0.886584579945,0.974590480328,0.0,-1.2329330834,1.56903604018,0.0
1651823839887529513,41,0,,Object,0.878162235022,1.13324475288,0.0,0.64267202056,-5.73029322969,0.0
1651823839910319022,42,0,,Object,0.893378615379,1.12568980455,0.0,0.465525321488,-0.23113379578,0.0
1651823839945964899,43,0,,Object,0.966069668531,1.1304975152,0.0,2.1381571104,0.141415487328,0.0
1651823839972277797,44,0,,Object,0.973906755447,1.11195349693,0.0,0.24058849577,-0.5692775273,0.0
1651823840090657620,45,0,,Object,0.943827569485,1.17651408911,0.0,-0.380985622945,0.0,0.0
1651823840189834030,46,0,,Object,0.952594846487,1.29739356041,0.0,-1.13387448748,1.37868408646,0.0
1651823840461394764,47,0,,Object,1.08787709475,1.36470144987,0.0,3.09179480666,0.432863347549,0.0
1651823840486523092,48,0,,Object,0.989116996527,1.34753108025,0.0,-2.97122150573,-0.516574734245,0.0
1651823840511149491,49,0,,Object,1.02322673798,1.41209167242,0.0,1.00658991768,1.90520474214,0.0
1651823840621575968,50,0,,Object,1.02051368356,1.20329993963,0.0,0.75916013972,0.509659522887,0.0
1651823840884857504,51,0,,Object,3.26760220528,1.15590965748,0.0,2.17259989992,-1.21496890414,0.0
1651823841007686180,52,0,,Object,1.31367456913,1.25481104851,0.0,2.36453497026,-0.428807199851,0.0
1651823841042273401,53,0,,Object,1.226323843,1.23901426792,0.0,-2.64955741333,-0.479154312327,0.0
1651823841077415577,54,0,,Object,1.32542198896,1.24038791656,0.0,2.89938928689,0.0401898756252,0.0
1651823841110937267,55,0,,Object,1.24403238297,1.23901426792,0.0,-2.43656676469,-0.0411230228973,0.0
1651823841143467666,56,0,,Object,1.33885577321,1.23764061928,0.0,2.81170246234,-0.0407314193608,0.0
1651823841183516910,57,0,,Object,1.42143368721,1.20971016089,0.0,2.52294075013,-0.853338238044,0.0
