%time,field.name,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z
1654329942421161243,Object 3,0.63550266979,-1.21159302022,0.0,0.162144398114,0.87419726524,0.0
1654329942487034044,Object 3,0.665037820886,-1.14210696558,0.0,0.46791263567,1.10083753633,0.0
1654329942555195758,Object 3,0.679853727321,-1.07809581002,0.0,0.222833306888,0.962736740726,0.0
1654329942621638645,Object 3,0.685382663111,-1.01751872738,0.0,0.0727733782923,0.797332274737,0.0
1654329942688911505,Object 3,0.704882724725,-0.955972252517,0.0,0.314634300552,0.993054917154,0.0
1654329942755956789,Object 3,0.720900026319,-0.893711487594,0.0,0.237289602087,0.922367107082,0.0
1654329942822329358,Object 3,0.732360346119,-0.847420154583,0.0,0.182682871427,0.737905554491,0.0
1654329942890262847,Object 3,0.733230607141,-0.766709579173,0.0,0.0124319310845,1.15297397666,0.0
1654329942956503337,Object 3,0.749173175766,-0.691049622909,0.0,0.264529293563,1.25539837724,0.0
1654329943021378827,Object 3,0.766733069692,-0.62734371465,0.0,0.2664469535,0.966648502948,0.0
1654329943088825947,Object 3,0.794714784348,-0.562914743874,0.0,0.400018465515,0.921057853017,0.0
1654329943155660046,Object 3,0.801881049465,-0.503329727322,0.0,0.101681966842,0.84545039551,0.0
1654329943221120556,Object 3,0.820875966606,-0.437013922196,0.0,0.317982266791,1.11015225185,0.0
1654329943288411528,Object 3,0.836343725934,-0.380513575663,0.0,0.226986889542,0.829133531588,0.0
1654329943357748524,Object 3,0.841796663673,-0.309889369767,0.0,0.0822687147138,1.06551054213,0.0
1654329943423480791,Object 3,0.845065798916,-0.245973056217,0.0,0.0463929022957,0.907048216049,0.0
1654329943489612945,Object 3,0.860119373018,-0.162112945672,0.0,0.218583126154,1.21767794133,0.0
1654329943555097016,Object 3,0.871748080836,-0.103988773197,0.0,0.168466787031,0.842053368197,0.0
1654329943621759170,Object 3,0.868525487622,-0.04031685968,0.0,-0.0574753503028,1.13559648746,0.0
1654329943688964572,Object 3,0.870913772723,0.0266552348459,0.0,0.0350896885531,0.983982162853,0.0
1654329943757072284,Object 3,0.881228657057,0.101054470728,0.0,0.13819594464,0.996780220648,0.0
1654329943821863395,Object 3,0.88391163431,0.158823243187,0.0,0.0420704795492,0.905844415211,0.0
1654329943889271843,Object 3,0.880697729346,0.224581964263,0.0,-0.0514401399881,1.0525008847,0.0
1654329943954331551,Object 3,0.882965462704,0.297076925016,0.0,0.0285224816636,0.911807458015,0.0
1654329944021573883,Object 3,0.88842268914,0.360675994929,0.0,0.110685248586,1.28993710388,0.0
1654329944088415933,Object 3,0.90291594098,0.438675285567,0.0,0.181353906868,0.976004298138,0.0
1654329944154740519,Object 3,0.897760658761,0.49625327519,0.0,-0.10076904824,1.12546296539,0.0
1654329944222103735,Object 3,0.895511869391,0.561162201166,0.0,-0.0332209997535,0.958889010486,0.0
1654329944290020315,Object 3,0.902518250914,0.596971427784,0.0,0.0965096340772,0.493255376705,0.0
1654329944820701682,Object 16,0.943945107559,1.10892922382,0.0,5.71882810973e-10,6.71837331013e-10,0.0
1654329944887238946,Object 16,0.934121589561,1.10670852562,0.0,-0.140322245116,-0.0317211570117,0.0
1654329944954946277,Object 16,0.937955515285,1.13619578183,0.0,0.0574296622215,0.441699523105,0.0
1654329945021541900,Object 16,0.942854871054,1.18530305028,0.0,0.0735775039475,0.737482723988,0.0
1654329945087843087,Object 16,0.952737958431,1.22837779621,0.0,0.139979444835,0.610090631831,0.0
1654329945154683733,Object 16,0.966505353153,1.24775971572,0.0,0.216775428899,0.305179302125,0.0
1654329945221172265,Object 16,0.979262810946,1.2538036863,0.0,0.191488740673,0.0907196664698,0.0
1654329945287151733,Object 16,0.985588333507,1.26475838919,0.0,0.0952887974433,0.165023593687,0.0
1654329945354293587,Object 16,1.0111439839,1.27794523736,0.0,0.383884272855,0.198086276055,0.0
1654329945421095662,Object 16,1.03557898949,1.29248282611,0.0,0.34966135687,0.208030769301,0.0
1654329945487428995,Object 16,1.05980006556,1.29327266514,0.0,0.336968317556,0.0109883940773,0.0
1654329945555945279,Object 16,1.08330927193,1.29885876079,0.0,0.404369764498,0.0960835575167,0.0
1654329945620936128,Object 16,1.10768301189,1.28887705008,0.0,0.335795335103,-0.137517340354,0.0
1654329945687966853,Object 16,1.13409547806,1.27936466734,0.0,0.413360717977,-0.148870814879,0.0
1654329945754566742,Object 16,1.15811758727,1.26757205466,0.0,0.344971013041,-0.169348557371,0.0
1654329945821780370,Object 16,1.19492503132,1.25215795931,0.0,0.58384776482,-0.244501767203,0.0
1654329945887400257,Object 16,1.23783656682,1.25313094852,0.0,0.643025148088,0.0145801476946,0.0
1654329945954216999,Object 16,1.27897727614,1.2505210455,0.0,0.640065883508,-0.0406047904488,0.0
1654329946020794947,Object 16,1.30851006533,1.23850178676,0.0,0.422966327937,-0.172138896192,0.0
1654329946086848630,Object 16,1.33874533798,1.21336435037,0.0,0.453669052781,-0.377177910379,0.0
1654329946154212119,Object 16,1.36254812505,1.1934467073,0.0,0.344191288009,-0.288011618286,0.0
1654329946220764519,Object 16,1.38396827604,1.18194255637,0.0,0.407577087615,-0.218898005498,0.0
1654329946288008759,Object 16,1.4050724807,1.15414028274,0.0,0.290224002203,-0.382335522972,0.0
1654329946354376923,Object 16,1.43551118399,1.12345109688,0.0,0.385892845808,-0.389068389347,0.0
1654329946420720157,Object 16,1.45973673051,1.0882312225,0.0,0.385595043382,-0.560590407304,0.0
1654329946487259887,Object 16,1.47814770611,1.04558982462,0.0,0.35266310099,-0.816797976463,0.0
1654329946555154266,Object 16,1.49174142551,0.996780171096,0.0,0.167994106162,-0.603200189161,0.0
1654329946620456916,Object 16,1.50288150381,0.946058884263,0.0,0.180684670088,-0.82266557972,0.0
1654329946688544243,Object 16,1.51431763899,0.898599966168,0.0,0.198761136296,-0.8248405904,0.0
1654329946754512648,Object 16,1.52686948609,0.858610165417,0.0,0.15814865076,-0.503856761673,0.0
1654329946821020374,Object 16,1.53399607968,0.813761148155,0.0,0.0978303986385,-0.61566542024,0.0
1654329946887965437,Object 16,1.54525358807,0.760739030242,0.0,0.185376416802,-0.87311062832,0.0
1654329946955677280,Object 16,1.55130736243,0.703486130834,0.0,0.0930066372168,-0.879599953847,0.0
1654329947022410777,Object 16,1.55618974578,0.649479578386,0.0,0.0791333212253,-0.875334352052,0.0
1654329947088352007,Object 16,1.55771802635,0.583215667854,0.0,0.0232823500497,-1.00948712221,0.0
1654329947156419943,Object 16,1.55788478504,0.530676771874,0.0,0.00231006416299,-0.727807507687,0.0
1654329947224354730,Object 16,1.55325443397,0.475159225663,0.0,-0.0727264897414,-0.871984909344,0.0
1654329947289417317,Object 16,1.55497734284,0.424663605537,0.0,0.0235710208475,-0.690827782221,0.0
1654329947355263788,Object 16,1.55156604538,0.373878541553,0.0,-0.0538468316721,-0.801634810753,0.0
1654329947422716580,Object 16,1.54703783135,0.315928525535,0.0,-0.0699245859059,-0.894862928257,0.0
1654329947488355926,Object 16,1.54117593706,0.253519935964,0.0,-0.085059908897,-0.905589333593,0.0
1654329947554888222,Object 16,1.53936653574,0.182407872602,0.0,-0.0302319193038,-1.1881577321,0.0
1654329947622456025,Object 16,1.53384491165,0.119876310623,0.0,-0.0796144643753,-0.901621829724,0.0
1654329947689548045,Object 16,1.51539963295,0.0511547458878,0.0,-0.255241933488,-0.950954731377,0.0
1654329947754724466,Object 16,1.50650163343,-0.00830283023801,0.0,-0.144795576316,-0.967542645655,0.0
1654329947822396274,Object 16,1.49447209608,-0.0745240610876,0.0,-0.183498700219,-1.01013941257,0.0
1654329947888749824,Object 16,1.48515782566,-0.128457353293,0.0,-0.126755746698,-0.733965669809,0.0
1654329947954689983,Object 16,1.46197465783,-0.197570566063,0.0,-0.38636193477,-1.15181474756,0.0
1654329948022983410,Object 16,1.44180302234,-0.279066071156,0.0,-0.319749250489,-1.29182022362,0.0
1654329948090735899,Object 16,1.42653782429,-0.358015457875,0.0,-0.191063992247,-0.988155211666,0.0
1654329948156091733,Object 16,1.42482692064,-0.429512901939,0.0,-0.0254010477505,-1.06149168392,0.0
1654329948222180595,Object 16,1.41622512561,-0.496622360551,0.0,-0.146766345433,-1.14504123168,0.0
1654329948288072091,Object 16,1.39814700108,-0.571609477078,0.0,-0.250627683521,-1.03959054408,0.0
1654329948354754826,Object 16,1.38761053454,-0.635969767968,0.0,-0.183190849607,-1.11899148785,0.0
1654329948420886148,Object 16,1.37333540689,-0.691979533186,0.0,-0.203229395073,-0.797389066004,0.0
1654329948488777241,Object 16,1.35594544411,-0.752183772872,0.0,-0.294553419389,-1.01974713108,0.0
1654329948554956746,Object 16,1.33953767975,-0.821945862273,0.0,-0.205452381948,-0.873536889412,0.0
1654329948621428040,Object 16,1.33367195686,-0.8853732271,0.0,-0.102563928863,-1.10904654905,0.0
1654329948687413445,Object 16,1.32049249967,-0.939356885652,0.0,-0.174023220453,-0.71280705869,0.0
1654329948754286687,Object 16,1.3036273853,-0.992710959713,0.0,-0.293277735396,-0.927806457197,0.0
1654329948820850787,Object 16,1.27714060704,-1.05706552049,0.0,-0.3503468981,-0.851233038785,0.0
1654329948887888523,Object 16,1.26332124571,-1.122450309,0.0,-0.226057020674,-1.06956393546,0.0
1654329948953646727,Object 16,1.25092849682,-1.17419036925,0.0,-0.164412324055,-0.686425879066,0.0
1654329949021203458,Object 16,1.2248263215,-1.23105865022,0.0,-0.4078593373,-0.888594881787,0.0
