%time,field.name,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z
1654330583252250254,Object 3,0.675588481412,-0.989064307724,0.0,-0.425624888049,0.646349876988,0.0
1654330583318570048,Object 3,0.697358203005,-0.933530410415,0.0,0.286539081837,0.730952478085,0.0
1654330583385503541,Object 3,0.727812974378,-0.890900220149,0.0,0.491388995529,0.687839882866,0.0
1654330583452571888,Object 3,0.74390952801,-0.822487838921,0.0,0.238463687785,1.01350072137,0.0
1654330583518633516,Object 3,0.740940420096,-0.798785703726,0.0,-0.0473289723779,0.377823149094,0.0
1654330583587330314,Object 3,0.747438162667,-0.651036381316,0.0,0.0928221370289,2.11064191948,0.0
1654330583652030040,Object 3,0.791617249914,-0.600107797914,0.0,0.73304766719,0.845039623538,0.0
1654330583717759346,Object 3,0.79927757487,-0.541727531819,0.0,0.116234770881,0.885839294424,0.0
1654330583785464278,Object 3,0.808689719668,-0.479250533668,0.0,0.134553288311,0.893153019303,0.0
1654330583848983116,Object 3,0.822107951597,-0.405526938138,0.0,0.190390976577,1.0460623594,0.0
1654330583918180216,Object 3,0.830589844162,-0.341674944636,0.0,0.141990165287,1.0689070914,0.0
1654330583984434592,Object 3,0.849381131674,-0.317097169093,0.0,0.275759133072,0.360674917686,0.0
1654330584054321296,Object 3,0.841188467167,-0.22762900134,0.0,-0.123603094563,1.34981023455,0.0
1654330584119206442,Object 3,0.841939751986,-0.177199492078,0.0,0.0106616216898,0.715654484299,0.0
1654330584186571975,Object 3,0.875207079602,-0.0696802386614,0.0,0.48305315533,1.56121691592,0.0
1654330584253587410,Object 3,0.879604094785,-0.0115953128346,0.0,0.0637002005649,0.841484796282,0.0
1654330584318543087,Object 3,0.867661492059,0.0466210715844,0.0,-0.212997803238,1.03829644826,0.0
1654330584386835657,Object 3,0.880516034464,0.116763416467,0.0,0.188864340118,1.03056081362,0.0
1654330584452897046,Object 3,0.899956441132,0.207582436424,0.0,0.260457148755,1.21676791003,0.0
1654330584518278336,Object 3,0.888366875779,0.232493104968,0.0,-0.181730415976,0.390612246355,0.0
1654330584585844273,Object 3,0.86413708908,0.318775605906,0.0,-0.387809731085,1.38099414172,0.0
1654330584651260886,Object 3,0.88916161039,0.374024504974,0.0,0.314746637929,0.694894620179,0.0
1654330584718245784,Object 3,0.890084846602,0.433057887481,0.0,0.0187253783116,1.197334341,0.0
1654330584784898333,Object 3,0.924670573005,0.534690153875,0.0,0.432770828397,1.27172347363,0.0
1654330584851327912,Object 3,0.887364334507,0.565089889449,0.0,-0.729215974411,0.594216240784,0.0
1654330584918661130,Object 3,0.890153116981,0.648966600214,0.0,0.0411982300933,1.23909701137,0.0
1654330584985825216,Object 3,0.91196027019,0.604139067253,0.0,0.300383353307,-0.617478335773,0.0
1654330585517264642,Object 16,0.951822964705,1.15620238086,0.0,5.76655557876e-10,7.00477456074e-10,0.0
1654330585583388352,Object 16,0.943061826272,1.12854989299,0.0,-0.125146878644,-0.394996902483,0.0
1654330585651165388,Object 16,0.957872300418,1.20272591781,0.0,0.221851070878,1.11110761062,0.0
1654330585717885793,Object 16,0.960860492005,1.23008403182,0.0,0.0448760385428,0.410858454947,0.0
1654330585784554677,Object 16,0.976632008382,1.26526695561,0.0,0.223380409633,0.498314539959,0.0
1654330585850876724,Object 16,0.977838642895,1.28548876161,0.0,0.0189991439458,0.318403790772,0.0
1654330585917806263,Object 16,0.989000580141,1.23554748581,0.0,0.167540064901,-0.749615806385,0.0
1654330585984167441,Object 16,0.999204077536,1.25504814514,0.0,0.153707300391,0.293761402197,0.0
1654330586051021000,Object 16,1.05491108944,1.27388647979,0.0,0.836803032939,0.282980095913,0.0
1654330586117726902,Object 16,1.06880349737,1.30448247492,0.0,0.198798326008,0.437824216365,0.0
1654330586181597032,Object 16,1.10377958062,1.29013295046,0.0,0.486594067655,-0.199633373105,0.0
1654330586252554593,Object 16,1.11679361761,1.28176033426,0.0,0.223847755081,-0.144013063954,0.0
1654330586317150211,Object 16,1.14874548359,1.2832647931,0.0,0.440198654878,0.0207268257482,0.0
1654330586385037899,Object 16,1.17292511463,1.27009266473,0.0,0.378416373004,-0.206146612964,0.0
1654330586451540635,Object 16,1.19196634101,1.25956967544,0.0,0.273442731268,-0.151116050794,0.0
1654330586518544913,Object 16,1.24615968174,1.24459009175,0.0,0.859626677877,-0.237609447836,0.0
1654330586585577445,Object 16,1.2963005072,1.23784692796,0.0,0.751355348643,-0.1010456475,0.0
1654330586651571709,Object 16,1.32631249176,1.23742174816,0.0,0.466925527852,-0.00661493417213,0.0
